X [ m ], Y [ m ], Z [ m ], Density [ kg m^-3 ], Pressure [ Pa ], Temperature [ K ], Velocity [ m s^-1 ]
7.55483434e-02, 2.18751267e-01, -6.24773325e-03, 3.53978157e+00, 4.57071400e+06, 3.46623218e+03, 0.00000000e+00
7.57778063e-02, 2.13777959e-01, -2.07604445e-03, 3.53973413e+00, 4.57066700e+06, 3.46624292e+03, 0.00000000e+00
7.57770911e-02, 2.08804652e-01, 2.10195058e-03, 3.53970337e+00, 4.57064500e+06, 3.46625708e+03, 0.00000000e+00
7.51438886e-02, 2.05696300e-01, 9.90337599e-03, 3.53968883e+00, 4.57063700e+06, 3.46626440e+03, 0.00000000e+00
7.43973926e-02, 1.98857978e-01, 1.45469839e-02, 3.53964758e+00, 4.57061650e+06, 3.46628955e+03, 0.00000000e+00
7.39406943e-02, 1.91398025e-01, 1.65832750e-02, 3.53961086e+00, 4.57060050e+06, 3.46631348e+03, 0.00000000e+00
7.29147792e-02, 1.86424688e-01, 2.06316914e-02, 3.53957915e+00, 4.57059050e+06, 3.46633691e+03, 0.00000000e+00
7.16673806e-02, 1.81451380e-01, 2.46174391e-02, 3.53956127e+00, 4.57058700e+06, 3.46635107e+03, 0.00000000e+00
7.02022910e-02, 1.71504736e-01, 2.85284054e-02, 3.53951859e+00, 4.57058300e+06, 3.46639014e+03, 0.00000000e+00
6.78557307e-02, 1.65909767e-01, 3.37680355e-02, 3.53949904e+00, 4.57058850e+06, 3.46641309e+03, 0.00000000e+00
6.66374937e-02, 1.56584769e-01, 3.60787399e-02, 3.53947783e+00, 4.57061200e+06, 3.46645166e+03, 0.00000000e+00
6.45486042e-02, 1.51611462e-01, 3.96951959e-02, 3.53947330e+00, 4.57063600e+06, 3.46647510e+03, 0.00000000e+00
6.22636341e-02, 1.46638140e-01, 4.31910940e-02, 3.53947377e+00, 4.57067150e+06, 3.46650098e+03, 0.00000000e+00
5.97895309e-02, 1.41664818e-01, 4.65558060e-02, 3.53948164e+00, 4.57072100e+06, 3.46653125e+03, 0.00000000e+00
5.71338236e-02, 1.36691496e-01, 4.97790873e-02, 3.53951216e+00, 4.57080900e+06, 3.46656885e+03, 0.00000000e+00
5.53961992e-02, 1.27366528e-01, 5.17295077e-02, 3.53960633e+00, 4.57101100e+06, 3.46662866e+03, 0.00000000e+00
5.13103791e-02, 1.21771537e-01, 5.57626747e-02, 3.53968740e+00, 4.57116150e+06, 3.46666333e+03, 0.00000000e+00
4.48639542e-02, 1.11824892e-01, 6.10692799e-02, 3.53999925e+00, 4.57174000e+06, 3.46679712e+03, 0.00000000e+00
4.81603183e-02, 1.21771537e-01, 5.85048273e-02, 3.53968239e+00, 4.57116100e+06, 3.46666846e+03, 0.00000000e+00
4.14313152e-02, 1.06851578e-01, 6.34482279e-02, 3.54015255e+00, 4.57202100e+06, 3.46686035e+03, 0.00000000e+00
3.78728323e-02, 1.01878256e-01, 6.56344444e-02, 3.54052639e+00, 4.57265650e+06, 3.46697632e+03, 0.00000000e+00
3.92284915e-02, 8.75799656e-02, 6.48521930e-02, 3.54210854e+00, 4.57522450e+06, 3.46737329e+03, 0.00000000e+00
3.60615775e-02, 9.44182798e-02, 6.66794479e-02, 3.54114580e+00, 4.57366950e+06, 3.46713721e+03, 0.00000000e+00
2.68346611e-02, 5.49648926e-02, 6.61212802e-02, 3.54476786e+00, 4.57960000e+06, 3.46806104e+03, 0.00000000e+00
2.24612933e-02, 5.04122041e-02, 6.54876381e-02, 3.54341888e+00, 4.57757350e+06, 3.46782520e+03, 0.00000000e+00
1.46513376e-02, 4.34495620e-02, 6.32982105e-02, 3.53995442e+00, 4.57239000e+06, 3.46722217e+03, 0.00000000e+00
9.95725859e-03, 3.81064862e-02, 5.97770251e-02, 3.53293967e+00, 4.56206450e+06, 3.46607080e+03, 0.00000000e+00
3.63747845e-03, 3.58362123e-02, 5.83170541e-02, 3.52913809e+00, 4.55649650e+06, 3.46544971e+03, 0.00000000e+00
3.76743526e-04, 2.94804126e-02, 5.06731756e-02, 3.49298477e+00, 4.50463200e+06, 3.45978467e+03, 0.00000000e+00
-4.32799151e-03, 2.52186581e-02, 4.39857207e-02, 3.37875652e+00, 4.32683450e+06, 3.43751123e+03, 0.00000000e+00
-7.43583031e-03, 2.01939009e-02, 3.80649120e-02, 3.20307422e+00, 4.05905725e+06, 3.39992212e+03, 0.00000000e+00
-7.18027027e-03, 1.12104723e-02, 3.27249952e-02, 2.72191715e+00, 3.33841950e+06, 3.28187744e+03, 0.00000000e+00
3.28026377e-02, 8.13633054e-02, 6.83276504e-02, 3.54317260e+00, 4.57693300e+06, 3.46762646e+03, 0.00000000e+00
2.84654424e-02, 7.44982362e-02, 7.01403841e-02, 3.54486585e+00, 4.57961300e+06, 3.46800073e+03, 0.00000000e+00
2.79717576e-02, 6.45407587e-02, 6.89236596e-02, 3.54591870e+00, 4.58128250e+06, 3.46823242e+03, 0.00000000e+00
2.37094760e-02, 5.96864484e-02, 6.91275895e-02, 3.54560566e+00, 4.58083200e+06, 3.46818799e+03, 0.00000000e+00
2.44156532e-02, 6.94906563e-02, 7.11869970e-02, 3.54569054e+00, 4.58089600e+06, 3.46816748e+03, 0.00000000e+00
8.62270519e-02, -1.31738037e-01, -2.56593786e-02, 1.66012853e-01, 1.24984727e+05, 2.02133801e+03, 0.00000000e+00
8.59599560e-02, -1.36581630e-01, -3.08290590e-02, 1.62442103e-01, 1.21727414e+05, 2.01188354e+03, 0.00000000e+00
8.49691331e-02, -1.40352368e-01, -3.61514464e-02, 1.60096362e-01, 1.19350141e+05, 2.00145728e+03, 0.00000000e+00
8.39834288e-02, -1.45220876e-01, -4.13361788e-02, 1.57118574e-01, 1.16521922e+05, 1.99103577e+03, 0.00000000e+00
3.16466391e-02, -6.58031702e-02, 5.75243011e-02, 2.62779564e-01, 2.13229078e+05, 2.17961914e+03, 0.00000000e+00
3.71628255e-02, -7.09826946e-02, 5.69110326e-02, 2.52569795e-01, 2.03157859e+05, 2.16043188e+03, 0.00000000e+00
4.44270521e-02, -7.96287507e-02, 5.62754199e-02, 2.32588127e-01, 1.83759297e+05, 2.12185205e+03, 0.00000000e+00
5.50150387e-02, -8.71916339e-02, 5.06688282e-02, 2.19538301e-01, 1.71396422e+05, 2.09650537e+03, 0.00000000e+00
5.00022545e-02, -8.48807022e-02, 5.43407723e-02, 2.24443063e-01, 1.76099313e+05, 2.10707422e+03, 0.00000000e+00
-7.72398338e-03, 2.11045821e-03, 3.04989237e-02, 1.92855835e+00, 2.21989400e+06, 3.04618555e+03, 0.00000000e+00
-9.00623668e-03, -5.29303495e-03, 3.14393453e-02, 8.77351284e-01, 8.66460625e+05, 2.64645972e+03, 0.00000000e+00
-8.89856275e-03, -1.31273614e-02, 3.63636017e-02, 4.37618464e-01, 4.16076344e+05, 2.56136670e+03, 0.00000000e+00
-6.36630366e-03, -1.96688361e-02, 4.09266651e-02, 4.09788251e-01, 3.79874406e+05, 2.49063184e+03, 0.00000000e+00
-2.90591572e-03, -2.39650551e-02, 4.38612588e-02, 3.97120804e-01, 3.61558688e+05, 2.44608691e+03, 0.00000000e+00
3.41488019e-04, -2.99578849e-02, 4.74033542e-02, 3.75831097e-01, 3.34379688e+05, 2.39066260e+03, 0.00000000e+00
2.03011790e-03, -3.84219885e-02, 5.20180725e-02, 3.45108151e-01, 2.98921188e+05, 2.32721484e+03, 0.00000000e+00
6.41702721e-03, -4.43300232e-02, 5.48143350e-02, 3.27218533e-01, 2.79289844e+05, 2.29323047e+03, 0.00000000e+00
9.58446879e-03, -5.04865721e-02, 5.75406775e-02, 3.06502670e-01, 2.57125344e+05, 2.25348730e+03, 0.00000000e+00
1.38367694e-02, -5.66971563e-02, 5.98007552e-02, 2.86852658e-01, 2.36863141e+05, 2.21818481e+03, 0.00000000e+00
2.51258221e-02, -6.58031702e-02, 6.06568046e-02, 2.62163818e-01, 2.12877000e+05, 2.18106885e+03, 0.00000000e+00
1.76344328e-02, -6.40841424e-02, 6.24303408e-02, 2.68088222e-01, 2.17981031e+05, 2.18388306e+03, 0.00000000e+00
6.36899248e-02, -9.42477286e-02, 4.41803336e-02, 2.09172949e-01, 1.61683672e+05, 2.07567407e+03, 0.00000000e+00
6.11591786e-02, -9.42477286e-02, 4.76220921e-02, 2.09391072e-01, 1.61810000e+05, 2.07513770e+03, 0.00000000e+00
6.94507658e-02, -1.02965958e-01, 4.11554277e-02, 1.96057260e-01, 1.49717422e+05, 2.05051611e+03, 0.00000000e+00
7.31319711e-02, -1.03395455e-01, 3.45282108e-02, 1.96245015e-01, 1.49902484e+05, 2.05106982e+03, 0.00000000e+00
7.54858330e-02, -1.04476325e-01, 3.00735775e-02, 1.94324583e-01, 1.48242438e+05, 2.04839478e+03, 0.00000000e+00
7.83920065e-02, -1.06936753e-01, 2.45415550e-02, 1.91478357e-01, 1.45653703e+05, 2.04247888e+03, 0.00000000e+00
8.06437284e-02, -1.09383315e-01, 1.94953550e-02, 1.88179776e-01, 1.42809203e+05, 2.03770764e+03, 0.00000000e+00
8.25036317e-02, -1.10977136e-01, 1.28455609e-02, 1.86003789e-01, 1.40923625e+05, 2.03427856e+03, 0.00000000e+00
8.48877132e-02, -1.16784565e-01, 9.40851029e-03, 1.79883003e-01, 1.35778063e+05, 2.02665283e+03, 0.00000000e+00
8.65208134e-02, -1.20544776e-01, 3.82826105e-03, 1.75846606e-01, 1.32522922e+05, 2.02342310e+03, 0.00000000e+00
8.80282521e-02, -1.25190526e-01, -1.20004918e-03, 1.71704710e-01, 1.29516039e+05, 2.02504187e+03, 0.00000000e+00
8.89112353e-02, -1.29037559e-01, -7.19133858e-03, 1.67903006e-01, 1.26695914e+05, 2.02639197e+03, 0.00000000e+00
8.93228874e-02, -1.33120745e-01, -1.36320470e-02, 1.65023535e-01, 1.24298906e+05, 2.02227942e+03, 0.00000000e+00
8.88984948e-02, -1.35015562e-01, -1.88828800e-02, 1.63176924e-01, 1.22793641e+05, 2.02040393e+03, 0.00000000e+00
8.12810436e-02, -1.47877783e-01, -4.77710143e-02, 1.55917183e-01, 1.15025180e+05, 1.98056750e+03, 0.00000000e+00
7.59952292e-02, -1.48465112e-01, -5.60616739e-02, 1.55740365e-01, 1.14360141e+05, 1.97136584e+03, 0.00000000e+00
7.42347538e-02, -1.53116569e-01, -6.01513386e-02, 1.53387681e-01, 1.12204539e+05, 1.96386743e+03, 0.00000000e+00
6.59800917e-02, -1.55043334e-01, -6.97120652e-02, 1.52739614e-01, 1.11141813e+05, 1.95351746e+03, 0.00000000e+00
7.03811124e-02, -1.57737121e-01, -6.61768168e-02, 1.51238829e-01, 1.10086430e+05, 1.95415430e+03, 0.00000000e+00
6.05130866e-02, -1.55570477e-01, -7.46573508e-02, 1.52644172e-01, 1.10934359e+05, 1.95109253e+03, 0.00000000e+00
5.73922805e-02, -1.60229072e-01, -7.83797428e-02, 1.50489345e-01, 1.09120625e+05, 1.94665552e+03, 0.00000000e+00
4.97382954e-02, -1.62652627e-01, -8.40655640e-02, 1.49332389e-01, 1.08138984e+05, 1.94408093e+03, 0.00000000e+00
4.10440415e-02, -1.59081176e-01, -8.77986103e-02, 1.51143566e-01, 1.09543211e+05, 1.94573682e+03, 0.00000000e+00
4.57615554e-02, -1.64821938e-01, -8.68203193e-02, 1.48326173e-01, 1.07332039e+05, 1.94266028e+03, 0.00000000e+00
3.50126252e-02, -1.56445235e-01, -8.97221342e-02, 1.52769744e-01, 1.10803570e+05, 1.94718835e+03, 0.00000000e+00
2.86521949e-02, -1.52545661e-01, -9.09898058e-02, 1.54877961e-01, 1.12477727e+05, 1.94972351e+03, 0.00000000e+00
2.23068167e-02, -1.50917009e-01, -9.23537686e-02, 1.55643240e-01, 1.13022555e+05, 1.94953174e+03, 0.00000000e+00
1.48831317e-02, -1.50320843e-01, -9.37019661e-02, 1.56008512e-01, 1.13241594e+05, 1.94873596e+03, 0.00000000e+00
8.79443809e-03, -1.46847546e-01, -9.36013907e-02, 1.58154026e-01, 1.14976445e+05, 1.95177673e+03, 0.00000000e+00
4.09078086e-03, -1.41972229e-01, -9.26823691e-02, 1.61272079e-01, 1.17560648e+05, 1.95708618e+03, 0.00000000e+00
-2.37213471e-03, -1.42782122e-01, -9.29391012e-02, 1.60826623e-01, 1.17155586e+05, 1.95574475e+03, 0.00000000e+00
-5.97319268e-02, -8.95543993e-02, -4.65107560e-02, 2.17742115e-01, 1.68106000e+05, 2.07322705e+03, 0.00000000e+00
-6.28866106e-02, -8.89507085e-02, -4.17434424e-02, 2.16940761e-01, 1.67406516e+05, 2.07226001e+03, 0.00000000e+00
-4.89283800e-02, -1.09306827e-01, -6.69579804e-02, 1.90332115e-01, 1.42790516e+05, 2.01439795e+03, 0.00000000e+00
-5.20295314e-02, -1.07173987e-01, -6.36326224e-02, 1.92709550e-01, 1.44934844e+05, 2.01941187e+03, 0.00000000e+00
-5.58389239e-02, -1.02622561e-01, -5.81412390e-02, 1.97615117e-01, 1.49403344e+05, 2.03007202e+03, 0.00000000e+00
-5.76775335e-02, -9.65780169e-02, -5.31210303e-02, 2.06454948e-01, 1.57535875e+05, 2.04893359e+03, 0.00000000e+00
-6.49384782e-02, -8.48807022e-02, -3.51587720e-02, 2.25185066e-01, 1.75228719e+05, 2.08973804e+03, 0.00000000e+00
-6.71966448e-02, -8.42795894e-02, -3.00610606e-02, 2.24505007e-01, 1.74594125e+05, 2.08851245e+03, 0.00000000e+00
-6.55118749e-02, -6.63928241e-02, -7.26101501e-03, 2.63791263e-01, 2.12553453e+05, 2.16425537e+03, 0.00000000e+00
-6.37095347e-02, -6.18252233e-02, -3.52440961e-03, 2.75188297e-01, 2.24028531e+05, 2.18672900e+03, 0.00000000e+00
-6.13681041e-02, -5.66971563e-02, 1.24189479e-03, 2.86930084e-01, 2.35874453e+05, 2.20828589e+03, 0.00000000e+00
-6.90218359e-02, -7.55943209e-02, -1.15289493e-02, 2.43002832e-01, 1.92221438e+05, 2.12447656e+03, 0.00000000e+00
-7.00959936e-02, -8.42795894e-02, -2.24857312e-02, 2.24396691e-01, 1.74550031e+05, 2.08899609e+03, 0.00000000e+00
-7.20554367e-02, -8.48807022e-02, -1.61603838e-02, 2.25033611e-01, 1.75138156e+05, 2.09007324e+03, 0.00000000e+00
-5.90889230e-02, -5.27589507e-02, 6.53206045e-03, 3.00479531e-01, 2.49998891e+05, 2.23506006e+03, 0.00000000e+00
-5.59357889e-02, -4.76848595e-02, 1.05003687e-02, 3.13830972e-01, 2.64155281e+05, 2.26131445e+03, 0.00000000e+00
-5.28391860e-02, -4.32151444e-02, 1.37817292e-02, 3.28482509e-01, 2.80128500e+05, 2.29122485e+03, 0.00000000e+00
-4.90695462e-02, -3.87704000e-02, 1.79608949e-02, 3.43609691e-01, 2.97118125e+05, 2.32330225e+03, 0.00000000e+00
-4.48054969e-02, -3.26995775e-02, 1.96936186e-02, 3.66378814e-01, 3.23745375e+05, 2.37398901e+03, 0.00000000e+00
-3.86621021e-02, -2.39766799e-02, 2.09180564e-02, 3.96631002e-01, 3.62024875e+05, 2.45212939e+03, 0.00000000e+00
-2.42864378e-02, -2.07718113e-04, 1.98565461e-02, 1.65869343e+00, 1.85173475e+06, 2.95334009e+03, 0.00000000e+00
-2.76184287e-02, 1.24218035e-02, 1.97035260e-02, 2.78853035e+00, 3.43550125e+06, 3.29925708e+03, 0.00000000e+00
-3.52742895e-02, 2.19843164e-02, 1.97968595e-02, 3.25013351e+00, 4.13044200e+06, 3.41029004e+03, 0.00000000e+00
-4.44460325e-02, 2.79562995e-02, 1.88490730e-02, 3.45740986e+00, 4.45065000e+06, 3.45326367e+03, 0.00000000e+00
-5.20729534e-02, 3.24865878e-02, 1.67082213e-02, 3.51673818e+00, 4.53859850e+06, 3.46350391e+03, 0.00000000e+00
-5.40442839e-02, 3.32971215e-02, 1.33123938e-02, 3.51833200e+00, 4.54087450e+06, 3.46375024e+03, 0.00000000e+00
-3.77782770e-02, -2.55910531e-02, 2.42831465e-02, 3.89901817e-01, 3.53169281e+05, 2.43380713e+03, 0.00000000e+00
-3.32730561e-02, -2.09192038e-02, 2.58931145e-02, 4.04807299e-01, 3.73651125e+05, 2.47992603e+03, 0.00000000e+00
-2.87558474e-02, -1.42561644e-02, 2.50396430e-02, 4.32126939e-01, 4.10114688e+05, 2.55495850e+03, 0.00000000e+00
-2.37996597e-02, -8.59468058e-03, 2.50991471e-02, 5.66721022e-01, 5.39282000e+05, 2.58836035e+03, 0.00000000e+00
-3.69866155e-02, -1.22774065e-01, -7.91047588e-02, 1.76251024e-01, 1.30314016e+05, 1.98516492e+03, 0.00000000e+00
-4.23295088e-02, -1.19744875e-01, -7.52685964e-02, 1.79110572e-01, 1.32828672e+05, 1.99114526e+03, 0.00000000e+00
-4.69466671e-02, -1.16297252e-01, -7.11587816e-02, 1.82760432e-01, 1.36045750e+05, 1.99866431e+03, 0.00000000e+00
-1.04461005e-02, -1.39537826e-01, -9.15420726e-02, 1.62903279e-01, 1.18880430e+05, 1.95922961e+03, 0.00000000e+00
-1.65226217e-02, -1.37115240e-01, -8.99618864e-02, 1.64870352e-01, 1.20504648e+05, 1.96234045e+03, 0.00000000e+00
-2.06514467e-02, -1.32267639e-01, -8.77232924e-02, 1.68433562e-01, 1.23559398e+05, 1.96955176e+03, 0.00000000e+00
-2.65499316e-02, -1.30333006e-01, -8.55216011e-02, 1.70072883e-01, 1.24927594e+05, 1.97214648e+03, 0.00000000e+00
-3.40252221e-02, -1.29556403e-01, -8.26124623e-02, 1.70330808e-01, 1.25176453e+05, 1.97308728e+03, 0.00000000e+00
-5.91819547e-02, 3.94996256e-02, 1.80284567e-02, 3.53571463e+00, 4.56605150e+06, 3.46646216e+03, 0.00000000e+00
-6.18256852e-02, 4.39803898e-02, 2.12171003e-02, 3.54026937e+00, 4.57277650e+06, 3.46721436e+03, 0.00000000e+00
-6.27834946e-02, 4.87523414e-02, 2.70357747e-02, 3.54261065e+00, 4.57626650e+06, 3.46761230e+03, 0.00000000e+00
-6.68319315e-02, 5.49649000e-02, 2.50123274e-02, 3.54479074e+00, 4.57951500e+06, 3.46797363e+03, 0.00000000e+00
-6.69289827e-02, 5.96864484e-02, 2.93474682e-02, 3.54564381e+00, 4.58077100e+06, 3.46810498e+03, 0.00000000e+00
-6.63731173e-02, 6.45407587e-02, 3.35782580e-02, 3.54594851e+00, 4.58119200e+06, 3.46813477e+03, 0.00000000e+00
-6.93453625e-02, 7.13566169e-02, 2.98341252e-02, 3.54544878e+00, 4.58038700e+06, 3.46801953e+03, 0.00000000e+00
-7.16736391e-02, 7.69928843e-02, 2.45966781e-02, 3.54447842e+00, 4.57886500e+06, 3.46781030e+03, 0.00000000e+00
-7.29206726e-02, 8.19849744e-02, 2.06108447e-02, 3.54331779e+00, 4.57700400e+06, 3.46753760e+03, 0.00000000e+00
-7.39454329e-02, 8.69582966e-02, 1.65621322e-02, 3.54212236e+00, 4.57507600e+06, 3.46724658e+03, 0.00000000e+00
-7.47455806e-02, 9.19316113e-02, 1.24631012e-02, 3.54159212e+00, 4.57422100e+06, 3.46711865e+03, 0.00000000e+00
-7.53186941e-02, 9.69049335e-02, 8.32620356e-03, 3.54091167e+00, 4.57311800e+06, 3.46694873e+03, 0.00000000e+00
-7.56630152e-02, 1.04364917e-01, 4.16400889e-03, 3.54041457e+00, 4.57230150e+06, 3.46681592e+03, 0.00000000e+00
-7.57775083e-02, 1.06851578e-01, -1.08367140e-05, 3.54023600e+00, 4.57200500e+06, 3.46676587e+03, 0.00000000e+00
-7.56618232e-02, 1.11824892e-01, -4.18565003e-03, 3.54006958e+00, 4.57172650e+06, 3.46671777e+03, 0.00000000e+00
-7.53163099e-02, 1.16798215e-01, -8.34774692e-03, 3.53985739e+00, 4.57136200e+06, 3.46664990e+03, 0.00000000e+00
-7.47420192e-02, 1.26744851e-01, -1.24844825e-02, 3.53967571e+00, 4.57103000e+06, 3.46657593e+03, 0.00000000e+00
-7.39406943e-02, 1.31718174e-01, -1.65832862e-02, 3.53959703e+00, 4.57087150e+06, 3.46653223e+03, 0.00000000e+00
-7.29147717e-02, 1.34204835e-01, -2.06317063e-02, 3.53958273e+00, 4.57083700e+06, 3.46652051e+03, 0.00000000e+00
-7.16673732e-02, 1.36691496e-01, -2.46174540e-02, 3.53955865e+00, 4.57078100e+06, 3.46650171e+03, 0.00000000e+00
-7.02022836e-02, 1.41664818e-01, -2.85284203e-02, 3.53953314e+00, 4.57071450e+06, 3.46647534e+03, 0.00000000e+00
-6.85239583e-02, 1.46638140e-01, -3.23527232e-02, 3.53951979e+00, 4.57066550e+06, 3.46645166e+03, 0.00000000e+00
-6.66374862e-02, 1.51611462e-01, -3.60787548e-02, 3.53951478e+00, 4.57063050e+06, 3.46642993e+03, 0.00000000e+00
-6.45485967e-02, 1.56584769e-01, -3.96952108e-02, 3.53951693e+00, 4.57060700e+06, 3.46640991e+03, 0.00000000e+00
-6.22636229e-02, 1.61558092e-01, -4.31911163e-02, 3.53952503e+00, 4.57059100e+06, 3.46639014e+03, 0.00000000e+00
-5.88279255e-02, 1.67153090e-01, -4.77907509e-02, 3.53953505e+00, 4.57058250e+06, 3.46637451e+03, 0.00000000e+00
-5.57600558e-02, 1.73991397e-01, -5.13556451e-02, 3.53955650e+00, 4.57057750e+06, 3.46634912e+03, 0.00000000e+00
-5.28460406e-02, 1.78964719e-01, -5.43496311e-02, 3.53957510e+00, 4.57057900e+06, 3.46633252e+03, 0.00000000e+00
-4.97715026e-02, 1.83938026e-01, -5.71785234e-02, 3.53959417e+00, 4.57058350e+06, 3.46631641e+03, 0.00000000e+00
-4.65457663e-02, 1.88911363e-01, -5.98337501e-02, 3.53961515e+00, 4.57059000e+06, 3.46630103e+03, 0.00000000e+00
-4.31786440e-02, 1.93884671e-01, -6.23072311e-02, 3.53963804e+00, 4.57059900e+06, 3.46628564e+03, 0.00000000e+00
-3.92284803e-02, 2.00722978e-01, -6.48522004e-02, 3.53967285e+00, 4.57061650e+06, 3.46626538e+03, 0.00000000e+00
-3.41993123e-02, 2.06317961e-01, -6.76212832e-02, 3.53969526e+00, 4.57062900e+06, 3.46625244e+03, 0.00000000e+00
-3.04219350e-02, 2.11291313e-01, -6.94027171e-02, 3.53972793e+00, 4.57064850e+06, 3.46623535e+03, 0.00000000e+00
-2.65521500e-02, 2.16264620e-01, -7.09733367e-02, 3.53976488e+00, 4.57068000e+06, 3.46622314e+03, 0.00000000e+00
-2.26017106e-02, 2.21237943e-01, -7.23283738e-02, 3.53980327e+00, 4.57072250e+06, 3.46621704e+03, 0.00000000e+00
7.57772103e-02, 2.23724604e-01, 2.09772377e-03, 3.53983974e+00, 4.57076350e+06, 3.46621631e+03, 0.00000000e+00
7.57482722e-02, 2.16886282e-01, 2.62287538e-03, 3.53975916e+00, 4.57068450e+06, 3.46623145e+03, 0.00000000e+00
7.53163099e-02, 2.16264620e-01, 8.34774133e-03, 3.53976488e+00, 4.57068950e+06, 3.46622974e+03, 0.00000000e+00
7.47420192e-02, 2.11291313e-01, 1.24844750e-02, 3.53972363e+00, 4.57065600e+06, 3.46624487e+03, 0.00000000e+00
7.39406943e-02, 2.06317961e-01, 1.65832750e-02, 3.53968668e+00, 4.57063550e+06, 3.46626611e+03, 0.00000000e+00
7.29147792e-02, 1.96371332e-01, 2.06316914e-02, 3.53963709e+00, 4.57061150e+06, 3.46629590e+03, 0.00000000e+00
7.16673806e-02, 1.91398025e-01, 2.46174391e-02, 3.53961039e+00, 4.57060100e+06, 3.46631396e+03, 0.00000000e+00
6.96130469e-02, 1.80829704e-01, 2.99784001e-02, 3.53955746e+00, 4.57058600e+06, 3.46635400e+03, 0.00000000e+00
6.76310807e-02, 1.73991397e-01, 3.42435874e-02, 3.53952694e+00, 4.57058300e+06, 3.46638208e+03, 0.00000000e+00
6.56417906e-02, 1.69018090e-01, 3.79175656e-02, 3.53950834e+00, 4.57058500e+06, 3.46640210e+03, 0.00000000e+00
6.45486042e-02, 1.61558092e-01, 3.96951959e-02, 3.53948784e+00, 4.57059650e+06, 3.46643042e+03, 0.00000000e+00
6.22636341e-02, 1.56584769e-01, 4.31910940e-02, 3.53947544e+00, 4.57061200e+06, 3.46645435e+03, 0.00000000e+00
5.97895309e-02, 1.51611462e-01, 4.65558060e-02, 3.53946757e+00, 4.57063600e+06, 3.46648071e+03, 0.00000000e+00
5.61056584e-02, 1.46016479e-01, 5.09591624e-02, 3.53947091e+00, 4.57067800e+06, 3.46651001e+03, 0.00000000e+00
5.43045811e-02, 1.36691496e-01, 5.28511442e-02, 3.53951478e+00, 4.57080900e+06, 3.46656567e+03, 0.00000000e+00
5.13103791e-02, 1.34204835e-01, 5.57626747e-02, 3.53952956e+00, 4.57084350e+06, 3.46657666e+03, 0.00000000e+00
4.48639542e-02, 1.21771537e-01, 6.10692799e-02, 3.53967285e+00, 4.57116100e+06, 3.46667773e+03, 0.00000000e+00
4.14313152e-02, 1.16798215e-01, 6.34482279e-02, 3.53977752e+00, 4.57137300e+06, 3.46673608e+03, 0.00000000e+00
4.81603183e-02, 1.31718174e-01, 5.85048273e-02, 3.53953981e+00, 4.57087900e+06, 3.46659375e+03, 0.00000000e+00
3.65171842e-02, 1.11203231e-01, 6.64166883e-02, 3.53996134e+00, 4.57170950e+06, 3.46681128e+03, 0.00000000e+00
3.41993272e-02, 1.01878256e-01, 6.76212758e-02, 3.54052901e+00, 4.57265600e+06, 3.46697266e+03, 0.00000000e+00
3.23332548e-02, 8.94449577e-02, 6.85649142e-02, 3.54178762e+00, 4.57469300e+06, 3.46728467e+03, 0.00000000e+00
3.04219425e-02, 9.93915945e-02, 6.94027096e-02, 3.54068685e+00, 4.57289900e+06, 3.46700220e+03, 0.00000000e+00
1.93972308e-02, 5.49648926e-02, 6.86721951e-02, 3.54478073e+00, 4.57960250e+06, 3.46805054e+03, 0.00000000e+00
1.44869629e-02, 4.87523414e-02, 6.68044016e-02, 3.54268694e+00, 4.57646200e+06, 3.46768872e+03, 0.00000000e+00
8.96024331e-03, 4.39803898e-02, 6.47479370e-02, 3.54038286e+00, 4.57300450e+06, 3.46727832e+03, 0.00000000e+00
4.03672270e-03, 4.34497409e-02, 6.48462549e-02, 3.53988647e+00, 4.57224750e+06, 3.46718091e+03, 0.00000000e+00
-6.67150925e-06, 3.81067209e-02, 6.06007129e-02, 3.53278828e+00, 4.56179500e+06, 3.46601147e+03, 0.00000000e+00
-2.71143834e-03, 3.32971253e-02, 5.55936433e-02, 3.51841092e+00, 4.54100350e+06, 3.46377759e+03, 0.00000000e+00
-7.36777065e-03, 2.79594809e-02, 4.77172472e-02, 3.45716000e+00, 4.45037050e+06, 3.45323999e+03, 0.00000000e+00
-1.12572843e-02, 2.39273366e-02, 4.09853011e-02, 3.35485673e+00, 4.28940350e+06, 3.43260205e+03, 0.00000000e+00
-1.29930191e-02, 1.90284830e-02, 3.55918407e-02, 3.13100553e+00, 3.94945150e+06, 3.38312134e+03, 0.00000000e+00
-1.13935135e-02, 1.05707068e-02, 3.12549397e-02, 2.65056252e+00, 3.23497325e+06, 3.26338525e+03, 0.00000000e+00
2.85067186e-02, 8.44716355e-02, 7.02421069e-02, 3.54264140e+00, 4.57605450e+06, 3.46748096e+03, 0.00000000e+00
2.45935973e-02, 7.94983134e-02, 7.17059374e-02, 3.54372311e+00, 4.57778950e+06, 3.46773535e+03, 0.00000000e+00
2.00507902e-02, 7.26212934e-02, 7.28946254e-02, 3.54536510e+00, 4.58038250e+06, 3.46809668e+03, 0.00000000e+00
2.02191100e-02, 6.45407587e-02, 7.15826675e-02, 3.54592919e+00, 4.58128150e+06, 3.46822119e+03, 0.00000000e+00
