X [ m ], Y [ m ], Z [ m ], Density [ kg m^-3 ], Pressure [ Pa ], Temperature [ K ], Velocity [ m s^-1 ]
7.53163099e-02, 1.61558092e-01, 8.34774133e-03, 3.53948689e+00, 4.57059650e+06, 3.46643164e+03, 0.00000000e+00
7.47420192e-02, 1.56584769e-01, 1.24844750e-02, 3.53947783e+00, 4.57061150e+06, 3.46645215e+03, 0.00000000e+00
7.57775083e-02, 1.76478043e-01, 1.08389650e-05, 3.53952312e+00, 4.57058250e+06, 3.46638550e+03, 0.00000000e+00
7.55753741e-02, 1.70883074e-01, 5.74842049e-03, 3.53951406e+00, 4.57058300e+06, 3.46639502e+03, 0.00000000e+00
7.39406943e-02, 1.51611462e-01, 1.65832732e-02, 3.53947449e+00, 4.57063650e+06, 3.46647412e+03, 0.00000000e+00
7.29147717e-02, 1.46638140e-01, 2.06316914e-02, 3.53947616e+00, 4.57067200e+06, 3.46649902e+03, 0.00000000e+00
7.16673806e-02, 1.36691496e-01, 2.46174391e-02, 3.53952003e+00, 4.57080950e+06, 3.46656055e+03, 0.00000000e+00
7.09879473e-02, 1.29231527e-01, 2.65950747e-02, 3.53958750e+00, 4.57095500e+06, 3.46660449e+03, 0.00000000e+00
6.94149360e-02, 1.24258183e-01, 3.04656010e-02, 3.53966331e+00, 4.57110100e+06, 3.46664136e+03, 0.00000000e+00
6.73826858e-02, 1.17419876e-01, 3.47023718e-02, 3.53982115e+00, 4.57139200e+06, 3.46670679e+03, 0.00000000e+00
6.56417832e-02, 1.09338231e-01, 3.79175618e-02, 3.54010415e+00, 4.57188050e+06, 3.46680127e+03, 0.00000000e+00
6.34531006e-02, 1.04364909e-01, 4.14763838e-02, 3.54036236e+00, 4.57231900e+06, 3.46688086e+03, 0.00000000e+00
6.10716641e-02, 9.93916020e-02, 4.49092202e-02, 3.54070830e+00, 4.57289800e+06, 3.46698096e+03, 0.00000000e+00
6.10716641e-02, 9.44182798e-02, 4.49092202e-02, 3.54117846e+00, 4.57366450e+06, 3.46710254e+03, 0.00000000e+00
5.85047156e-02, 8.94449577e-02, 4.82056513e-02, 3.54180765e+00, 4.57468800e+06, 3.46726196e+03, 0.00000000e+00
-6.31557256e-02, 1.11203231e-01, -4.19050753e-02, 3.54005623e+00, 4.57169500e+06, 3.46670703e+03, 0.00000000e+00
-5.97895198e-02, 1.21771537e-01, -4.65558209e-02, 3.53974795e+00, 4.57115100e+06, 3.46659668e+03, 0.00000000e+00
4.15426530e-02, 4.39803936e-02, 5.04657254e-02, 3.54040766e+00, 4.57307300e+06, 3.46730640e+03, 0.00000000e+00
3.56119536e-02, 3.94996256e-02, 5.05896993e-02, 3.53596663e+00, 4.56653250e+06, 3.46658667e+03, 0.00000000e+00
3.02176606e-02, 3.58360410e-02, 5.00099063e-02, 3.52941275e+00, 4.55698500e+06, 3.46556030e+03, 0.00000000e+00
2.53072698e-02, 3.13362740e-02, 4.67922799e-02, 3.50699806e+00, 4.52495600e+06, 3.46213916e+03, 0.00000000e+00
2.15817541e-02, 2.76683308e-02, 4.26729321e-02, 3.45516276e+00, 4.44775600e+06, 3.45320947e+03, 0.00000000e+00
1.56699251e-02, 2.20011640e-02, 3.73085253e-02, 3.25087595e+00, 4.13242500e+06, 3.41115161e+03, 0.00000000e+00
1.07143167e-02, 1.62127223e-02, 3.42874974e-02, 3.01397586e+00, 3.77336075e+06, 3.35647998e+03, 0.00000000e+00
8.00929870e-03, 1.00749377e-02, 3.21041979e-02, 2.58798766e+00, 3.14544075e+06, 3.24848633e+03, 0.00000000e+00
5.71338236e-02, 8.19849744e-02, 4.97790873e-02, 3.54300642e+00, 4.57662200e+06, 3.46755444e+03, 0.00000000e+00
5.41477129e-02, 7.19978586e-02, 5.26984856e-02, 3.54527450e+00, 4.58022900e+06, 3.46807007e+03, 0.00000000e+00
4.94931601e-02, 6.63797408e-02, 5.60559854e-02, 3.54595280e+00, 4.58129500e+06, 3.46821143e+03, 0.00000000e+00
4.47288640e-02, 5.26637137e-02, 5.43363169e-02, 3.54405594e+00, 4.57852050e+06, 3.46792969e+03, 0.00000000e+00
4.48723100e-02, 5.96864447e-02, 5.76822199e-02, 3.54559779e+00, 4.58082250e+06, 3.46818872e+03, 0.00000000e+00
7.59178251e-02, -1.02965958e-01, -2.74529103e-02, 1.94842651e-01, 1.49917203e+05, 2.06603809e+03, 0.00000000e+00
7.59991333e-02, -1.06929101e-01, -3.10844220e-02, 1.91018298e-01, 1.46202094e+05, 2.05509814e+03, 0.00000000e+00
7.57258460e-02, -1.10669635e-01, -3.49260680e-02, 1.87011540e-01, 1.42320344e+05, 2.04336536e+03, 0.00000000e+00
7.45816082e-02, -1.13361083e-01, -3.92933898e-02, 1.83927774e-01, 1.39253984e+05, 2.03287354e+03, 0.00000000e+00
7.37151578e-02, -1.17982715e-01, -4.39160727e-02, 1.79952756e-01, 1.35423563e+05, 2.02058667e+03, 0.00000000e+00
3.65092754e-02, -4.43300232e-02, 4.13867384e-02, 3.26742589e-01, 2.79899250e+05, 2.30156689e+03, 0.00000000e+00
4.03447412e-02, -4.88059334e-02, 4.09457572e-02, 3.11751515e-01, 2.63848313e+05, 2.27377466e+03, 0.00000000e+00
4.42021228e-02, -5.33061773e-02, 4.01706547e-02, 2.97940671e-01, 2.48947484e+05, 2.24470898e+03, 0.00000000e+00
4.86444905e-02, -5.72804287e-02, 3.78774479e-02, 2.86292762e-01, 2.36701906e+05, 2.22096558e+03, 0.00000000e+00
6.41723350e-03, 6.21097279e-04, 3.07094529e-02, 1.68434870e+00, 1.88896150e+06, 2.96448950e+03, 0.00000000e+00
9.91503894e-03, -8.51819478e-03, 3.30849700e-02, 5.58383644e-01, 5.32550500e+05, 2.59173560e+03, 0.00000000e+00
1.40936822e-02, -1.76766589e-02, 3.76717299e-02, 4.17882740e-01, 3.90642250e+05, 2.51196680e+03, 0.00000000e+00
2.23442744e-02, -2.74484213e-02, 4.01761532e-02, 3.88589442e-01, 3.50752875e+05, 2.42522314e+03, 0.00000000e+00
1.81566123e-02, -2.61483956e-02, 4.14209962e-02, 3.92284781e-01, 3.55751563e+05, 2.43679639e+03, 0.00000000e+00
3.14291008e-02, -4.32151444e-02, 4.46556509e-02, 3.28605443e-01, 2.81668125e+05, 2.30298047e+03, 0.00000000e+00
2.51917541e-02, -3.87704000e-02, 4.57797945e-02, 3.44480067e-01, 2.98998438e+05, 2.33213867e+03, 0.00000000e+00
5.24279103e-02, -6.18252233e-02, 3.63681316e-02, 2.73527771e-01, 2.23834844e+05, 2.19812842e+03, 0.00000000e+00
5.52489497e-02, -6.41091093e-02, 3.39761302e-02, 2.66478866e-01, 2.16791688e+05, 2.18505591e+03, 0.00000000e+00
5.79628721e-02, -6.63928315e-02, 3.13820578e-02, 2.61946708e-01, 2.12161266e+05, 2.17547656e+03, 0.00000000e+00
6.18140660e-02, -7.03900084e-02, 2.76556406e-02, 2.50822723e-01, 2.01151188e+05, 2.15399219e+03, 0.00000000e+00
6.58395961e-02, -7.32630193e-02, 2.06071064e-02, 2.45658308e-01, 1.96086344e+05, 2.14370923e+03, 0.00000000e+00
6.87983036e-02, -7.78850615e-02, 1.74359865e-02, 2.36126110e-01, 1.87005297e+05, 2.12689600e+03, 0.00000000e+00
7.15621933e-02, -8.07895735e-02, 9.44634620e-03, 2.31208354e-01, 1.82384672e+05, 2.11855884e+03, 0.00000000e+00
7.37326741e-02, -8.48807022e-02, 4.07887949e-03, 2.23633558e-01, 1.75761656e+05, 2.11067554e+03, 0.00000000e+00
7.57043809e-02, -8.95543993e-02, 1.07965616e-05, 2.15334415e-01, 1.68365016e+05, 2.09960596e+03, 0.00000000e+00
7.73961619e-02, -9.42477286e-02, -4.25939867e-03, 2.07643032e-01, 1.61730219e+05, 2.09176831e+03, 0.00000000e+00
7.98367336e-02, -1.02965958e-01, -1.19697163e-02, 1.94834739e-01, 1.50216703e+05, 2.07026270e+03, 0.00000000e+00
8.03465992e-02, -1.06850684e-01, -1.68311372e-02, 1.90235496e-01, 1.46168297e+05, 2.06313184e+03, 0.00000000e+00
7.96807408e-02, -1.07987575e-01, -2.13342942e-02, 1.88874796e-01, 1.44844594e+05, 2.05918823e+03, 0.00000000e+00
7.30253607e-02, -1.23057872e-01, -4.80404906e-02, 1.74914509e-01, 1.30809633e+05, 2.00799280e+03, 0.00000000e+00
6.57451451e-02, -1.25877440e-01, -5.88602200e-02, 1.72796771e-01, 1.28235844e+05, 1.99249011e+03, 0.00000000e+00
7.09077120e-02, -1.27437189e-01, -5.33196889e-02, 1.71133816e-01, 1.27318367e+05, 1.99747571e+03, 0.00000000e+00
5.89654371e-02, -1.28049135e-01, -6.65321127e-02, 1.71141237e-01, 1.26535898e+05, 1.98511865e+03, 0.00000000e+00
6.34691566e-02, -1.30176798e-01, -6.31137416e-02, 1.69142663e-01, 1.24914641e+05, 1.98279199e+03, 0.00000000e+00
5.42007200e-02, -1.30174398e-01, -7.12393299e-02, 1.69422477e-01, 1.24905180e+05, 1.97937109e+03, 0.00000000e+00
5.05474955e-02, -1.33639827e-01, -7.50701353e-02, 1.66946337e-01, 1.22723891e+05, 1.97364014e+03, 0.00000000e+00
4.56595980e-02, -1.35495365e-01, -7.87276104e-02, 1.65737152e-01, 1.21687156e+05, 1.97122473e+03, 0.00000000e+00
4.01342474e-02, -1.31216884e-01, -8.03384110e-02, 1.68773890e-01, 1.24261945e+05, 1.97674683e+03, 0.00000000e+00
3.44170965e-02, -1.28561765e-01, -8.21261257e-02, 1.71025708e-01, 1.26135523e+05, 1.98015039e+03, 0.00000000e+00
2.85053737e-02, -1.27432212e-01, -8.40262398e-02, 1.71846151e-01, 1.26817773e+05, 1.98138391e+03, 0.00000000e+00
2.13108212e-02, -1.17699549e-01, -8.30137581e-02, 1.80239215e-01, 1.34058219e+05, 1.99703748e+03, 0.00000000e+00
2.28455551e-02, -1.25029594e-01, -8.49713534e-02, 1.74129248e-01, 1.28728484e+05, 1.98483948e+03, 0.00000000e+00
1.65300053e-02, -1.12449743e-01, -8.23473409e-02, 1.85358301e-01, 1.38546734e+05, 2.00692590e+03, 0.00000000e+00
8.76299851e-03, -1.11258261e-01, -8.31476375e-02, 1.86937302e-01, 1.39914984e+05, 2.00960303e+03, 0.00000000e+00
-3.82104814e-02, 2.01397631e-02, -6.38236199e-03, 3.20097375e+00, 4.05607200e+06, 3.39961646e+03, 0.00000000e+00
-4.70910966e-02, -5.66971563e-02, -3.93702313e-02, 2.86548793e-01, 2.36007188e+05, 2.21244678e+03, 0.00000000e+00
-3.69074121e-02, -8.48807022e-02, -6.39608279e-02, 2.25122467e-01, 1.74928969e+05, 2.08673706e+03, 0.00000000e+00
-4.04202938e-02, -7.96287507e-02, -5.92189655e-02, 2.33104154e-01, 1.82569313e+05, 2.10341553e+03, 0.00000000e+00
-4.23604175e-02, -7.32630193e-02, -5.44527397e-02, 2.46841997e-01, 1.95906016e+05, 2.13142627e+03, 0.00000000e+00
-4.39609177e-02, -6.86625540e-02, -5.05024791e-02, 2.57065862e-01, 2.06025969e+05, 2.15246118e+03, 0.00000000e+00
-4.79749739e-02, -6.58031628e-02, -4.48213853e-02, 2.62869209e-01, 2.11850375e+05, 2.16467993e+03, 0.00000000e+00
-4.69953269e-02, -5.04865721e-02, -3.45576406e-02, 3.05843771e-01, 2.56416469e+05, 2.25204199e+03, 0.00000000e+00
-5.10233678e-02, -5.21790385e-02, -2.99633741e-02, 2.99632132e-01, 2.49696734e+05, 2.23868677e+03, 0.00000000e+00
-5.09601645e-02, -4.76848595e-02, -2.53403261e-02, 3.13456565e-01, 2.64399563e+05, 2.26609058e+03, 0.00000000e+00
-5.09966128e-02, -4.32151444e-02, -1.95259042e-02, 3.28158021e-01, 2.80307156e+05, 2.29493726e+03, 0.00000000e+00
-4.69051823e-02, -2.99578458e-02, -6.86162105e-03, 3.76082182e-01, 3.34613469e+05, 2.39072925e+03, 0.00000000e+00
-5.12083881e-02, -3.87704000e-02, -1.03978477e-02, 3.43925774e-01, 2.97514875e+05, 2.32429590e+03, 0.00000000e+00
-5.44362590e-02, -4.76848558e-02, -1.66061390e-02, 3.13640893e-01, 2.64415781e+05, 2.26490283e+03, 0.00000000e+00
-4.59358282e-02, -2.74484213e-02, -1.81370846e-03, 3.87889624e-01, 3.49045438e+05, 2.41774707e+03, 0.00000000e+00
-4.08102497e-02, -1.88229699e-02, 2.88880523e-03, 4.15453672e-01, 3.86948469e+05, 2.50253467e+03, 0.00000000e+00
-3.60676795e-02, -1.16563961e-02, 5.70452819e-03, 4.65327442e-01, 4.41940750e+05, 2.56875977e+03, 0.00000000e+00
-3.13213505e-02, 2.56313314e-03, 3.25520919e-03, 2.00521517e+00, 2.32281900e+06, 3.07227368e+03, 0.00000000e+00
-3.18634361e-02, -5.00946445e-03, 6.73379982e-03, 9.36803460e-01, 9.36412688e+05, 2.66601172e+03, 0.00000000e+00
-3.48849855e-02, 1.42997745e-02, 7.67144433e-04, 2.86373043e+00, 3.54799050e+06, 3.31819385e+03, 0.00000000e+00
-4.10418622e-02, 2.26449445e-02, -2.95158965e-03, 3.29017520e+00, 4.19133125e+06, 3.41892407e+03, 0.00000000e+00
-1.94398277e-02, -9.89601463e-02, -7.68513158e-02, 2.02610016e-01, 1.53971781e+05, 2.04063306e+03, 0.00000000e+00
-2.31197178e-02, -9.42477211e-02, -7.39850402e-02, 2.09517181e-01, 1.60265766e+05, 2.05409497e+03, 0.00000000e+00
-2.77768616e-02, -9.89601463e-02, -7.42460638e-02, 2.02896357e-01, 1.54205891e+05, 2.04083716e+03, 0.00000000e+00
-3.11190672e-02, -9.42477211e-02, -7.09923431e-02, 2.09747553e-01, 1.60510719e+05, 2.05495679e+03, 0.00000000e+00
-3.45747843e-02, -9.19011533e-02, -6.83630183e-02, 2.12593943e-01, 1.63162656e+05, 2.06089673e+03, 0.00000000e+00
3.49760219e-03, -1.14396162e-01, -8.45665708e-02, 1.83590591e-01, 1.36907156e+05, 2.00223804e+03, 0.00000000e+00
-2.32069101e-03, -1.15589388e-01, -8.49875137e-02, 1.82521582e-01, 1.35930391e+05, 1.99956921e+03, 0.00000000e+00
-8.03458598e-03, -1.11496069e-01, -8.32887664e-02, 1.86733738e-01, 1.39663188e+05, 2.00817212e+03, 0.00000000e+00
-1.33008584e-02, -1.08144723e-01, -8.14802349e-02, 1.90222114e-01, 1.42726969e+05, 2.01468079e+03, 0.00000000e+00
-1.91741977e-02, -1.06187239e-01, -7.95790255e-02, 1.92460924e-01, 1.44777219e+05, 2.01980530e+03, 0.00000000e+00
-5.45562766e-02, 3.32971253e-02, -1.10280262e-02, 3.51841354e+00, 4.54102200e+06, 3.46378613e+03, 0.00000000e+00
-4.98047583e-02, 2.94803679e-02, -9.34746023e-03, 3.49266720e+00, 4.50415700e+06, 3.45972974e+03, 0.00000000e+00
-4.78935614e-02, 2.79545281e-02, -6.05601305e-03, 3.45753670e+00, 4.45088100e+06, 3.45334229e+03, 0.00000000e+00
-6.24339841e-02, 4.04676981e-02, -5.59341162e-03, 3.53625274e+00, 4.56684950e+06, 3.46655542e+03, 0.00000000e+00
-6.66915178e-02, 4.60631214e-02, -1.84938987e-03, 3.54125214e+00, 4.57424850e+06, 3.46738745e+03, 0.00000000e+00
-6.92059025e-02, 5.04122041e-02, -1.91926130e-03, 3.54337072e+00, 4.57740750e+06, 3.46774561e+03, 0.00000000e+00
-7.24620298e-02, 5.78992404e-02, -2.49730237e-03, 3.54538298e+00, 4.58040250e+06, 3.46807617e+03, 0.00000000e+00
-7.43554980e-02, 6.45407587e-02, 2.03718059e-03, 3.54594564e+00, 4.58119400e+06, 3.46813965e+03, 0.00000000e+00
-7.52287060e-02, 6.94906563e-02, -2.08670250e-03, 3.54569483e+00, 4.58078250e+06, 3.46807715e+03, 0.00000000e+00
-7.54368082e-02, 7.44982287e-02, -6.26447424e-03, 3.54488158e+00, 4.57951100e+06, 3.46790771e+03, 0.00000000e+00
-7.50858337e-02, 7.94983134e-02, -1.04261152e-02, 3.54374838e+00, 4.57771200e+06, 3.46765186e+03, 0.00000000e+00
-7.42832124e-02, 8.63366276e-02, -1.50560653e-02, 3.54225755e+00, 4.57530700e+06, 3.46728955e+03, 0.00000000e+00
-7.29147717e-02, 9.19316113e-02, -2.06317063e-02, 3.54158831e+00, 4.57422200e+06, 3.46712256e+03, 0.00000000e+00
-7.16673732e-02, 9.93915945e-02, -2.46174522e-02, 3.54076195e+00, 4.57287600e+06, 3.46691138e+03, 0.00000000e+00
-7.02022836e-02, 1.01878256e-01, -2.85284203e-02, 3.54061532e+00, 4.57263350e+06, 3.46687183e+03, 0.00000000e+00
-6.85239583e-02, 1.06851578e-01, -3.23527232e-02, 3.54030490e+00, 4.57211800e+06, 3.46678418e+03, 0.00000000e+00
-6.66374862e-02, 1.11824892e-01, -3.60787548e-02, 3.54002213e+00, 4.57163900e+06, 3.46669824e+03, 0.00000000e+00
-5.53961843e-02, 1.36069834e-01, -5.17295226e-02, 3.53956914e+00, 4.57079500e+06, 3.46650122e+03, 0.00000000e+00
-5.13103642e-02, 1.41664818e-01, -5.57626896e-02, 3.53953934e+00, 4.57071450e+06, 3.46646997e+03, 0.00000000e+00
-4.81603034e-02, 1.46638140e-01, -5.85048385e-02, 3.53952551e+00, 4.57066600e+06, 3.46644678e+03, 0.00000000e+00
-5.85047044e-02, 1.29231527e-01, -4.82056625e-02, 3.53964043e+00, 4.57094550e+06, 3.46654639e+03, 0.00000000e+00
-3.96803692e-02, 1.59071431e-01, -6.45914376e-02, 3.53952456e+00, 4.57060100e+06, 3.46639819e+03, 0.00000000e+00
-3.60615663e-02, 1.64044753e-01, -6.66794553e-02, 3.53953362e+00, 4.57058800e+06, 3.46637939e+03, 0.00000000e+00
-4.65457700e-02, 1.54098108e-01, -5.98337539e-02, 3.53952026e+00, 4.57062200e+06, 3.46641797e+03, 0.00000000e+00
-3.18554156e-02, 1.70883074e-01, -6.87743649e-02, 3.53955245e+00, 4.57057900e+06, 3.46635352e+03, 0.00000000e+00
-2.65521538e-02, 1.76478043e-01, -7.09733367e-02, 3.53956914e+00, 4.57057850e+06, 3.46633740e+03, 0.00000000e+00
-2.26017144e-02, 1.81451380e-01, -7.23283738e-02, 3.53959203e+00, 4.57058200e+06, 3.46631665e+03, 0.00000000e+00
-1.85826235e-02, 1.86424688e-01, -7.34637156e-02, 3.53960752e+00, 4.57058500e+06, 3.46630566e+03, 0.00000000e+00
-1.45071223e-02, 1.91398025e-01, -7.43758976e-02, 3.53963327e+00, 4.57059500e+06, 3.46628784e+03, 0.00000000e+00
-1.03875855e-02, 1.96371332e-01, -7.50621706e-02, 3.53965425e+00, 4.57060550e+06, 3.46627490e+03, 0.00000000e+00
-3.63917253e-03, 2.05696300e-01, -7.57064968e-02, 3.53969789e+00, 4.57063100e+06, 3.46625122e+03, 0.00000000e+00
2.08815117e-03, 2.11291298e-01, -7.57487342e-02, 3.53972816e+00, 4.57064950e+06, 3.46623535e+03, 0.00000000e+00
6.25811145e-03, 2.16264620e-01, -7.55186528e-02, 3.53976536e+00, 4.57068150e+06, 3.46622363e+03, 0.00000000e+00
1.04090637e-02, 2.21237943e-01, -7.50591978e-02, 3.53980446e+00, 4.57072450e+06, 3.46621753e+03, 0.00000000e+00
1.65765453e-02, 2.23724604e-01, -7.39716440e-02, 3.53983164e+00, 4.57075000e+06, 3.46621289e+03, 0.00000000e+00
6.94236457e-02, 2.23724604e-01, -3.04457434e-02, 3.53983927e+00, 4.57076450e+06, 3.46621777e+03, 0.00000000e+00
6.96216226e-02, 2.16886282e-01, -2.99584828e-02, 3.53975344e+00, 4.57068350e+06, 3.46623657e+03, 0.00000000e+00
7.16744214e-02, 2.11291313e-01, -2.45969351e-02, 3.53971362e+00, 4.57065550e+06, 3.46625464e+03, 0.00000000e+00
7.34893233e-02, 2.03831315e-01, -1.85985398e-02, 3.53965354e+00, 4.57063050e+06, 3.46629443e+03, 0.00000000e+00
7.44023621e-02, 1.98857978e-01, -1.45215495e-02, 3.53961349e+00, 4.57061700e+06, 3.46632300e+03, 0.00000000e+00
7.50893950e-02, 1.93884671e-01, -1.04004405e-02, 3.53958035e+00, 4.57060550e+06, 3.46634619e+03, 0.00000000e+00
7.55483434e-02, 1.88911363e-01, -6.24773325e-03, 3.53956509e+00, 4.57059600e+06, 3.46635400e+03, 0.00000000e+00
7.57777318e-02, 1.85803026e-01, -1.55432383e-03, 3.53956795e+00, 4.57059150e+06, 3.46634839e+03, 0.00000000e+00
7.47420192e-02, 1.66531429e-01, 1.24844750e-02, 3.53950238e+00, 4.57058700e+06, 3.46640918e+03, 0.00000000e+00
7.39406943e-02, 1.61558092e-01, 1.65832732e-02, 3.53948832e+00, 4.57059650e+06, 3.46642993e+03, 0.00000000e+00
7.56618232e-02, 1.81451380e-01, 4.18564817e-03, 3.53955960e+00, 4.57058700e+06, 3.46635327e+03, 0.00000000e+00
7.53163099e-02, 1.76478043e-01, 8.34774133e-03, 3.53953362e+00, 4.57058300e+06, 3.46637549e+03, 0.00000000e+00
7.29147717e-02, 1.56584769e-01, 2.06316914e-02, 3.53947806e+00, 4.57061200e+06, 3.46645264e+03, 0.00000000e+00
7.11589158e-02, 1.46016479e-01, 2.60976963e-02, 3.53947711e+00, 4.57067900e+06, 3.46650391e+03, 0.00000000e+00
7.02022910e-02, 1.39178157e-01, 2.85284035e-02, 3.53950334e+00, 4.57076300e+06, 3.46654150e+03, 0.00000000e+00
6.85239583e-02, 1.34204835e-01, 3.23527083e-02, 3.53953719e+00, 4.57084500e+06, 3.46657056e+03, 0.00000000e+00
6.66374937e-02, 1.26744851e-01, 3.60787362e-02, 3.53961086e+00, 4.57100100e+06, 3.46661670e+03, 0.00000000e+00
6.45486042e-02, 1.16798215e-01, 3.96951959e-02, 3.53981018e+00, 4.57137400e+06, 3.46670435e+03, 0.00000000e+00
6.22636341e-02, 1.11824892e-01, 4.31910940e-02, 3.54001760e+00, 4.57174050e+06, 3.46677979e+03, 0.00000000e+00
5.88279366e-02, 1.06229916e-01, 4.77907360e-02, 3.54022026e+00, 4.57209600e+06, 3.46685059e+03, 0.00000000e+00
5.57600670e-02, 9.93916020e-02, 5.13556302e-02, 3.54070735e+00, 4.57289900e+06, 3.46698315e+03, 0.00000000e+00
5.57600670e-02, 9.44182798e-02, 5.13556302e-02, 3.54117727e+00, 4.57366600e+06, 3.46710449e+03, 0.00000000e+00
5.43045811e-02, 8.69582966e-02, 5.28511442e-02, 3.54207778e+00, 4.57512100e+06, 3.46732520e+03, 0.00000000e+00
-6.22636229e-02, 1.21771537e-01, -4.31911163e-02, 3.53977513e+00, 4.57120150e+06, 3.46660815e+03, 0.00000000e+00
-6.45485967e-02, 1.16798215e-01, -3.96952108e-02, 3.53990078e+00, 4.57142800e+06, 3.46665649e+03, 0.00000000e+00
3.89750935e-02, 4.76558432e-02, 5.53806499e-02, 3.54248810e+00, 4.57619300e+06, 3.46767529e+03, 0.00000000e+00
3.34133320e-02, 4.19507958e-02, 5.43887131e-02, 3.53819704e+00, 4.56983450e+06, 3.46696265e+03, 0.00000000e+00
2.53133159e-02, 3.58360410e-02, 5.26624508e-02, 3.52939296e+00, 4.55694350e+06, 3.46554736e+03, 0.00000000e+00
2.01879144e-02, 3.24865878e-02, 5.08252420e-02, 3.51749372e+00, 4.53983200e+06, 3.46372559e+03, 0.00000000e+00
1.57025866e-02, 2.74803918e-02, 4.48673889e-02, 3.45087576e+00, 4.44133150e+06, 3.45246948e+03, 0.00000000e+00
1.25926379e-02, 2.36674063e-02, 4.02982347e-02, 3.34384227e+00, 4.27349700e+06, 3.43089868e+03, 0.00000000e+00
7.65491556e-03, 2.15516202e-02, 3.92459445e-02, 3.23742223e+00, 4.11201350e+06, 3.40829688e+03, 0.00000000e+00
4.01738426e-03, 1.06045622e-02, 3.30386609e-02, 2.65080214e+00, 3.23605950e+06, 3.26433154e+03, 0.00000000e+00
5.24621382e-02, 7.76216090e-02, 5.47028817e-02, 3.54426432e+00, 4.57864300e+06, 3.46785156e+03, 0.00000000e+00
4.80212010e-02, 7.19978586e-02, 5.83358295e-02, 3.54527807e+00, 4.58024200e+06, 3.46807593e+03, 0.00000000e+00
4.43463959e-02, 6.70158863e-02, 6.03647716e-02, 3.54588246e+00, 4.58120400e+06, 3.46821240e+03, 0.00000000e+00
4.06458452e-02, 5.49648926e-02, 5.86518385e-02, 3.54476237e+00, 4.57959900e+06, 3.46806641e+03, 0.00000000e+00
4.03590538e-02, 6.21100292e-02, 6.18061572e-02, 3.54588795e+00, 4.58126200e+06, 3.46824463e+03, 0.00000000e+00
7.91524053e-02, -1.10369354e-01, -2.59435587e-02, 1.86328486e-01, 1.42506344e+05, 2.05355566e+03, 0.00000000e+00
7.86240771e-02, -1.13358602e-01, -3.04232016e-02, 1.83161035e-01, 1.39438563e+05, 2.04408325e+03, 0.00000000e+00
7.86271244e-02, -1.18723638e-01, -3.49650010e-02, 1.78480476e-01, 1.34928484e+05, 2.02980981e+03, 0.00000000e+00
7.74265379e-02, -1.22622050e-01, -4.02491242e-02, 1.74998328e-01, 1.31531453e+05, 2.01804102e+03, 0.00000000e+00
3.66682187e-02, -5.21790385e-02, 4.64395210e-02, 2.99759686e-01, 2.50812516e+05, 2.24778711e+03, 0.00000000e+00
4.09690030e-02, -5.78302369e-02, 4.64372449e-02, 2.85047531e-01, 2.35691109e+05, 2.22119360e+03, 0.00000000e+00
4.61506359e-02, -5.95283210e-02, 4.25046161e-02, 2.79158205e-01, 2.29662250e+05, 2.20976050e+03, 0.00000000e+00
5.09688258e-02, -6.58031628e-02, 4.13851850e-02, 2.61922568e-01, 2.12032203e+05, 2.17440234e+03, 0.00000000e+00
1.88116729e-03, 2.71117338e-03, 3.14507335e-02, 2.02636576e+00, 2.35482975e+06, 3.08114355e+03, 0.00000000e+00
4.75331629e-03, -6.53396407e-03, 3.29297520e-02, 7.11822867e-01, 6.79683750e+05, 2.60272681e+03, 0.00000000e+00
8.63954704e-03, -1.49999093e-02, 3.76151763e-02, 4.29559469e-01, 4.06319688e+05, 2.54371826e+03, 0.00000000e+00
1.31112896e-02, -2.39766818e-02, 4.19573300e-02, 3.99403155e-01, 3.64331125e+05, 2.45065503e+03, 0.00000000e+00
1.63871255e-02, -3.27054113e-02, 4.61096093e-02, 3.68385941e-01, 3.26379250e+05, 2.38033276e+03, 0.00000000e+00
2.01953501e-02, -3.98789495e-02, 4.88359742e-02, 3.42969656e-01, 2.97748844e+05, 2.33262793e+03, 0.00000000e+00
3.01414728e-02, -4.76848558e-02, 4.82758917e-02, 3.14301997e-01, 2.66026313e+05, 2.27397290e+03, 0.00000000e+00
2.38689762e-02, -4.43300232e-02, 4.97600399e-02, 3.27367127e-01, 2.80622469e+05, 2.30313721e+03, 0.00000000e+00
5.58486655e-02, -7.09826946e-02, 3.87410335e-02, 2.51418978e-01, 2.01836563e+05, 2.15617969e+03, 0.00000000e+00
6.01339601e-02, -7.49987140e-02, 3.53077799e-02, 2.40867466e-01, 1.91567531e+05, 2.13605322e+03, 0.00000000e+00
6.33195713e-02, -7.78850615e-02, 3.20601203e-02, 2.35963076e-01, 1.86794969e+05, 2.12595264e+03, 0.00000000e+00
